Time,ConcRT(ug/m3),ConcHR(ug/m3),ConcS(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),Status
2020-08-23 3:00:00,+00061.2,+00060.2,+00068.4,+16.60,0,0,+019.9,88,657.1,+027.4,44,0
2020-08-23 4:00:00,+00038.5,+00039.1,+00044.5,+16.59,0,0,+019.7,89,657.1,+027.2,45,0
2020-08-23 5:00:00,+00049.5,+00052.4,+00059.4,+16.60,0,0,+019.0,92,657.3,+026.5,46,0
2020-08-23 6:00:00,+00035.6,+00037.8,+00042.7,+16.60,0,0,+018.5,93,657.6,+026.3,46,0
2020-08-23 7:00:00,+00041.3,+00041.2,+00046.6,+16.59,0,0,+018.8,93,657.8,+026.6,46,0
2020-08-23 8:00:00,+00044.1,+00048.3,+00054.7,+16.60,0,0,+018.9,95,658,+027.0,47,0
2020-08-23 9:00:00,+00044.9,+00051.6,+00058.5,+16.59,0,0,+020.0,92,658.6,+028.6,44,0
2020-08-23 10:00:00,+00031.6,+00036.5,+00041.4,+16.60,0,0,+020.1,90,659.1,+029.2,41,0
2020-08-23 11:00:00,+00037.1,+00045.9,+00052.5,+16.60,0,0,+022.2,87,658.9,+030.1,42,0
2020-08-23 12:00:00,+00053.4,+00058.1,+00066.8,+16.59,0,0,+023.6,78,658.9,+032.6,34,0
2020-08-23 13:00:00,+00024.6,+00022.9,+00026.1,+16.63,0,0,+020.9,80,658.7,+029.8,37,0
2020-08-23 14:00:00,+00023.5,+00028.4,+00032.6,+16.60,0,0,+022.6,80,658,+029.0,41,0
2020-08-23 15:00:00,+00011.2,+00014.5,+00016.9,+16.59,0,0,+026.6,61,657.2,+033.1,29,0
2020-08-23 16:00:00,+00016.0,+00016.3,+00019.0,+16.60,0,0,+027.1,55,656.7,+035.5,24,0
2020-08-23 17:00:00,+00017.0,+00016.3,+00018.9,+16.63,0,0,+025.7,61,656.5,+034.6,27,0
2020-08-23 18:00:00,+00013.4,+00014.2,+00016.5,+16.61,0,0,+025.2,64,656.7,+032.7,30,0
2020-08-23 19:00:00,+00014.4,+00023.0,+00026.5,+16.62,0,0,+023.8,65,656.8,+031.8,31,0
2020-08-23 20:00:00,+00026.6,+00029.7,+00034.1,+16.62,0,0,+022.2,74,656.9,+029.0,38,0
2020-08-23 21:00:00,+00037.2,+00041.7,+00047.6,+16.60,0,0,+021.5,81,657.4,+027.9,43,0
2020-08-23 22:00:00,+00044.4,+00043.5,+00049.8,+16.60,0,0,+021.7,83,657.7,+028.1,44,0
2020-08-23 23:00:00,+00042.1,+00047.8,+00054.6,+16.60,0,0,+021.6,83,657.9,+028.2,44,0
2020-08-24 0:00:00,+00049.6,+00052.9,+00060.5,+16.59,0,0,+021.4,84,657.7,+028.0,44,0
2020-08-24 1:00:00,+00057.9,+00069.6,+00079.4,+16.59,0,0,+021.3,86,657.6,+027.9,45,0
2020-08-24 2:00:00,+00044.1,+00039.7,+00045.4,+16.60,0,0,+021.3,84,657.4,+027.9,44,0
2020-08-24 3:00:00,+00030.6,+00032.6,+00037.3,+16.60,0,0,+021.0,82,657.1,+027.6,43,0
2020-08-24 4:00:00,+00041.5,+00044.7,+00050.9,+16.60,0,0,+020.4,88,657.1,+027.2,47,0
2020-08-24 5:00:00,+00041.5,+00038.4,+00043.7,+16.60,0,0,+020.1,90,657.2,+027.2,47,0
2020-08-24 6:00:00,+00036.1,+00038.2,+00043.4,+16.60,0,0,+019.8,91,657.6,+027.5,46,0
2020-08-24 7:00:00,+00031.0,+00036.4,+00041.3,+16.60,0,0,+019.5,91,657.8,+027.5,45,0
2020-08-24 8:00:00,+00034.0,+00032.1,+00036.5,+16.60,0,0,+019.8,91,658.2,+027.3,46,0
2020-08-24 9:00:00,+00029.0,+00032.3,+00036.8,+16.60,0,0,+021.3,86,658.8,+028.8,42,0
2020-08-24 10:00:00,+00033.5,+00029.9,+00034.2,+16.61,0,0,+022.2,83,659.2,+030.0,40,0
2020-08-24 11:00:00,+00026.6,+00028.4,+00032.8,+16.60,0,0,+024.5,74,659.2,+031.9,35,0
2020-08-24 12:00:00,+00022.5,+00021.1,+00024.3,+16.61,0,0,+024.6,69,659.1,+032.4,32,0
2020-08-24 13:00:00,+00032.3,+00036.4,+00041.6,+16.62,0,0,+022.2,74,659.1,+031.9,32,0
2020-08-24 14:00:00,+00033.0,+00035.2,+00039.8,+16.63,0,0,+018.8,90,658.9,+026.7,46,0
2020-08-24 15:00:00,+00030.0,+00031.0,+00035.1,+16.61,0,0,+018.6,92,658.4,+025.1,50,0
2020-08-24 16:00:00,+00035.8,+00034.6,+00039.2,+16.59,0,0,+019.1,91,658.1,+026.7,47,0
2020-08-24 17:00:00,+00034.5,+00042.6,+00048.5,+16.59,0,0,+020.1,90,657.5,+028.5,43,0
2020-08-24 18:00:00,+00064.3,+00068.8,+00078.5,+16.59,0,0,+020.8,85,657.2,+029.4,39,0
2020-08-24 19:00:00,+00057.0,+00062.1,+00070.5,+16.60,0,0,+019.7,85,657.4,+027.7,41,0
2020-08-24 20:00:00,+00057.8,+00060.9,+00069.0,+16.60,0,0,+019.0,86,657.7,+025.9,44,0
2020-08-24 21:00:00,+00052.4,+00061.6,+00069.7,+16.59,0,0,+018.8,87,658,+025.3,46,0
2020-08-24 22:00:00,+00072.7,+00078.8,+00089.1,+16.59,0,0,+018.7,88,658.3,+025.3,46,0
2020-08-24 23:00:00,+00072.2,+00075.6,+00085.4,+16.59,0,0,+018.4,89,658.6,+025.0,47,0
2020-08-25 0:00:00,+00078.8,+00082.9,+00093.5,+16.59,0,0,+018.1,90,658.5,+025.2,46,0
2020-08-25 1:00:00,+00104.4,+00103.4,+00116.3,+16.60,0,0,+017.4,94,658.3,+025.2,46,0
2020-08-25 2:00:00,+00097.9,+00105.3,+00118.4,+16.59,0,0,+017.1,95,658.1,+025.2,46,0
2020-08-25 3:00:00,+00078.7,+00078.4,+00088.3,+16.59,0,0,+017.4,95,657.8,+025.6,46,0
2020-08-25 4:00:00,+00052.7,+00054.8,+00061.8,+16.59,0,0,+017.8,93,657.7,+026.3,44,0
2020-08-25 5:00:00,+00044.1,+00044.3,+00049.9,+16.59,0,0,+017.8,92,657.9,+026.3,44,0
2020-08-25 6:00:00,+00042.8,+00049.1,+00055.2,+16.60,0,0,+017.3,93,658.6,+025.7,44,0
2020-08-25 7:00:00,+00055.3,+00059.1,+00066.2,+16.59,0,0,+016.6,95,658.8,+024.8,46,0
2020-08-25 8:00:00,+00081.5,+00094.4,+00106.0,+16.59,0,0,+017.1,95,659.1,+024.9,48,0
2020-08-25 9:00:00,+00056.9,+00053.3,+00060.6,+16.60,0,0,+020.8,84,659.6,+028.4,41,0
2020-08-25 10:00:00,+00043.5,+00046.0,+00052.7,+16.60,0,0,+022.8,79,659.9,+031.8,35,0
2020-08-25 11:00:00,+00027.6,+00026.9,+00030.9,+16.61,0,0,+024.2,76,660.1,+032.7,34,0
2020-08-25 12:00:00,+00028.8,+00027.8,+00032.1,+16.61,0,0,+025.1,70,659.9,+033.8,31,0
2020-08-25 13:00:00,+00019.9,+00024.1,+00028.0,+16.60,0,0,+026.4,65,659.3,+034.4,29,0
2020-08-25 14:00:00,+00025.6,+00028.2,+00032.7,+16.60,0,0,+026.6,61,658.8,+035.2,26,0
2020-08-25 15:00:00,+00022.5,+00028.9,+00033.5,+16.62,0,0,+026.4,61,658.1,+034.4,28,0
2020-08-25 16:00:00,+00032.6,+00037.3,+00043.4,+16.61,0,0,+026.1,65,657.4,+034.4,29,0
2020-08-25 17:00:00,+00041.6,+00039.1,+00045.5,+16.60,0,0,+026.6,64,657.1,+035.0,29,0
2020-08-25 18:00:00,+00034.1,+00035.3,+00041.0,+16.63,0,0,+025.6,64,657.3,+033.6,29,0
2020-08-25 19:00:00,+00032.7,+00033.5,+00038.6,+16.63,0,0,+024.0,64,657.6,+031.5,31,0
2020-08-25 20:00:00,+00040.1,+00047.1,+00053.9,+16.60,0,0,+022.5,70,658,+029.6,35,0
2020-08-25 21:00:00,+00085.6,+00097.0,+00110.6,+16.59,0,0,+021.5,80,658.7,+028.4,41,0
2020-08-25 22:00:00,+00084.6,+00088.6,+00100.8,+16.59,0,0,+020.9,84,659.1,+027.8,44,0
2020-08-25 23:00:00,+00072.7,+00078.2,+00088.9,+16.60,0,0,+020.9,82,659.3,+027.4,43,0
2020-08-26 0:00:00,+00056.8,+00055.3,+00062.8,+16.60,0,0,+020.6,84,659.6,+027.0,45,0
2020-08-26 1:00:00,+00033.3,+00036.8,+00041.7,+16.60,0,0,+019.9,88,659.4,+026.8,47,0
2020-08-26 2:00:00,+00026.9,+00027.6,+00031.3,+16.60,0,0,+019.5,90,658.8,+026.5,47,0
2020-08-26 3:00:00,+00026.0,+00028.4,+00032.1,+16.60,0,0,+018.9,90,658.4,+026.3,46,0
2020-08-26 4:00:00,+00023.8,+00025.6,+00028.9,+16.60,0,0,+018.2,92,658.3,+026.0,46,0
2020-08-26 5:00:00,+00018.2,+00020.4,+00023.0,+16.60,0,0,+018.0,93,658.2,+025.9,46,0
2020-08-26 6:00:00,+00011.3,+00017.0,+00019.2,+16.59,0,0,+017.7,94,658.6,+026.1,45,0
2020-08-26 7:00:00,+00032.7,+00037.0,+00041.6,+16.59,0,0,+017.4,95,658.8,+025.9,45,0
2020-08-26 8:00:00,+00029.3,+00031.6,+00035.7,+16.59,0,0,+018.1,94,659.1,+026.4,46,0
2020-08-26 9:00:00,+00034.1,+00033.9,+00038.6,+16.59,0,0,+021.6,84,659.6,+029.7,40,0
